Time,Heat,DrySoil,DryAir,Wind,RainRelief,InstantRisk,DrynessInput,CarryoverRisk,CombinedRisk,FinalWildfireRiskIndex,FinalWildfireRiskBand
2026-07-01 00:00:00,0.1376666666666667,0.17189999999999994,0.19999999999999996,0.25,0.0,0.16225666666666666,0.13348333333333331,0.13348333333333331,0.004927322564305554,0.0,Low
2026-07-01 01:00:00,0.09100000000000001,0.1767333333333333,0.19999999999999996,0.25,0.0,0.14407333333333333,0.12656666666666666,0.13175416666666667,0.004318464598680556,0.0,Low
2026-07-01 02:00:00,0.08033333333333334,0.18145,0.19999999999999996,0.25,0.0,0.14027833333333334,0.12679166666666666,0.13051354166666668,0.004165120528302951,0.0,Low
2026-07-01 03:00:00,0.05766666666666668,0.18596666666666672,0.19999999999999996,0.25,0.0,0.13166333333333335,0.12451666666666669,0.12901432291666667,0.003864418695171442,0.0,Low
2026-07-01 04:00:00,0.083,0.19071666666666653,0.19999999999999996,0.25,0.0,0.14227166666666663,0.13195833333333326,0.12975032552083332,0.004199603376694063,0.0,Low
2026-07-01 05:00:00,0.08166666666666664,0.19545,0.19999999999999996,0.25,0.0,0.14221166666666665,0.13405833333333333,0.1308273274739583,0.0042326766949779574,0.0,Low
2026-07-01 06:00:00,0.12133333333333335,0.20055000000000012,0.19999999999999996,0.25,0.0,0.15858833333333336,0.14454166666666673,0.1342559122721354,0.004843798361079899,0.0,Low
2026-07-01 07:00:00,0.20666666666666664,0.20640000000000003,0.19999999999999996,0.25,0.0,0.19330666666666668,0.16453333333333334,0.14182526753743488,0.006237087610565116,0.0,Low
2026-07-01 08:00:00,0.21833333333333335,0.2123666666666666,0.19999999999999996,0.25,0.0,0.19856999999999997,0.16984999999999997,0.14883145065307615,0.006723412413031251,0.0,Low
2026-07-01 09:00:00,0.284,0.2189333333333333,0.19999999999999996,0.25,0.0,0.22549333333333332,0.18626666666666664,0.1581902546564738,0.008115117879809196,0.0,Low
2026-07-01 10:00:00,0.31233333333333335,0.22573333333333345,0.19999999999999996,0.25,0.0,0.23750666666666664,0.1953333333333334,0.1674760243256887,0.009049192944650926,0.0,Low
2026-07-01 11:00:00,0.3276666666666666,0.23268333333333335,0.19999999999999996,0.25,0.0,0.24433499999999997,0.201875,0.17607576824426652,0.009787385069726548,0.0,Low
2026-07-01 12:00:00,0.4383333333333333,0.24063333333333337,0.19999999999999996,0.25,0.0,0.28939666666666664,0.22798333333333334,0.18905265951653322,0.012446800158645802,0.0,Low
2026-07-01 13:00:00,0.4426666666666667,0.2486166666666666,0.19999999999999996,0.25,0.0,0.29192833333333335,0.23284166666666664,0.19999991130406658,0.013282733276041922,0.16056067200859916,Low
2026-07-01 14:00:00,0.49233333333333335,0.25705,0.19999999999999996,0.25,0.0,0.31263833333333335,0.24699166666666666,0.2117478501447166,0.01506061260252654,0.5252538671849312,Low
2026-07-01 15:00:00,0.542,0.2659166666666666,0.19999999999999996,0.25,0.0,0.33339166666666664,0.2613583333333333,0.2241504709418708,0.017001052043299988,0.9232927268307666,Low
2026-07-01 16:00:00,0.4466666666666666,0.27393333333333336,0.19999999999999996,0.25,0.0,0.29605999999999993,0.2463,0.2296878532064031,0.015470315274115447,0.6092954408441942,Low
2026-07-01 17:00:00,0.4276666666666666,0.2817833333333334,0.19999999999999996,0.25,0.0,0.289245,0.246425,0.23387213990480232,0.015389543966788934,0.5927269675464478,Low
